0,0.058905367,98.68
1,0.058939356,98.689995
2,0.05730545,98.75
3,0.06035675,98.7
4,0.05628305,98.78
5,0.05786779,98.75
6,0.058390178,98.77
7,0.058030408,98.72
8,0.057001557,98.729996
9,0.057609465,98.78
10,0.058346845,98.74
11,0.056293555,98.85
12,0.05985714,98.78
13,0.05860011,98.729996
14,0.0590002,98.729996
15,0.059463196,98.71
16,0.05943502,98.75
17,0.057822496,98.75
18,0.057563722,98.7
19,0.05924441,98.729996
20,0.05836915,98.76
21,0.06008689,98.76
22,0.059788037,98.74
23,0.056667767,98.84
24,0.06075296,98.68
25,0.059612483,98.75
26,0.06013258,98.71
27,0.05869382,98.76
28,0.0604143,98.729996
29,0.060878742,98.659996
30,0.060673144,98.68
31,0.06045697,98.75
32,0.061141927,98.659996
33,0.05959856,98.78
34,0.06286736,98.71
35,0.060859386,98.67
36,0.05977773,98.689995
37,0.060928,98.72
38,0.05877459,98.84
39,0.061279643,98.75
40,0.060080055,98.78
41,0.05933543,98.799995
42,0.060537573,98.75
43,0.06258771,98.65
44,0.063455954,98.68
45,0.065212704,98.619995
46,0.059641693,98.79
47,0.061735883,98.72
48,0.06319709,98.689995
49,0.0640837,98.659996
50,0.061848387,98.75
51,0.06245886,98.729996
52,0.062425066,98.79
53,0.060760625,98.74
54,0.060328163,98.7
55,0.06156644,98.75
56,0.062029283,98.659996
57,0.061159886,98.75
58,0.06239533,98.72
59,0.062934175,98.689995
60,0.060447626,98.75
61,0.061044633,98.76
62,0.059689254,98.76
63,0.06249524,98.68
64,0.062591396,98.71
65,0.06184153,98.78
66,0.061754853,98.71
67,0.061565295,98.72
68,0.060989015,98.75
69,0.062416222,98.75
70,0.05984017,98.77
71,0.061212767,98.79
72,0.061222456,98.729996
73,0.06271368,98.729996
74,0.062324926,98.67
75,0.06383838,98.78
76,0.063335635,98.67
77,0.062218852,98.729996
78,0.062451843,98.729996
79,0.061767757,98.76
80,0.06317485,98.76
81,0.062598825,98.78
82,0.061142836,98.78
83,0.06071938,98.74
84,0.064037815,98.77
85,0.061729774,98.76
86,0.06231726,98.82
87,0.06681275,98.659996
88,0.06199624,98.74
89,0.06421624,98.68
90,0.06276894,98.75
91,0.06318609,98.74
92,0.06343495,98.75
93,0.0649527,98.659996
94,0.06324723,98.75
95,0.06290578,98.799995
96,0.06464275,98.78
97,0.062828586,98.79
98,0.06634113,98.799995
99,0.06409384,98.77
